"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"22641","SirionLabs","|Risk Management|Services|Software|","Software",4580000,"operating","MI","Detroit","Troy",1,"1","1","Q1","2012",0,4580000,0,0,0,0,0,0,0,0,0,0,0,4580000,0,0,0,0,0,0,0,"25","4","2014","25","4","2014","0"
"22646","Sirrus Technology","|Hardware + Software|","Hardware + Software",1475000,"operating","CA","Napa Valley","Santa Rosa",1,"1","1","Q1","2007",0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","6","2007","20","6","2007","0"
"22647","Sirtris Pharmaceuticals","|Health Care|Pharmaceuticals|Biotechnology|","Pharmaceuticals",8.2e+07,"acquired","MA","Boston","Cambridge",4,"1","1","Q1","2004",5e+06,7.7e+07,0,0,0,0,0,0,0,0,0,0,0,1.3e+07,2.7e+07,3.7e+07,0,0,0,0,0,"1","1","2004","19","4","2006","1"
"22650","SISCAPA Assay Technologies","|Biotechnology|","Biotechnology",1562000,"operating","CA","CA - Other","Washington",2,"1","1","Q1","2011",0,1562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","8","2012","11","4","2014","0"
"22653","SiteBrains","|Enterprise Software|Internet|SaaS|Software|","Internet",350000,"operating","CA","SF Bay Area","San Francisco",1,"1","8","Q3","2010",350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","8","2010","1","8","2010","0"
"22655","Sitefly","|Software|","Software",180000,"operating","RI","Providence","Providence",1,"1","1","Q1","2011",180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2013","1","4","2013","0"
"22656","Siteheart","|Estimation and Quoting|Search|Surfing Community|Mobile|E-Commerce|Curated Web|","Estimation and Quoting",8e+05,"operating","CA","SF Bay Area","San Jose",1,"26","1","Q1","2005",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2005","1","1","2005","0"
"22658","Sitemasher","|SaaS|Enterprise Software|","SaaS",4640537,"acquired","FL","Miami","Coral Gables",2,"1","12","Q4","2007",0,4640537,0,0,0,0,0,0,0,0,0,0,0,3013473,1627064,0,0,0,0,0,0,"1","12","2007","1","11","2008","1"
"22659","Siteminis","|Mobile|","Mobile",725000,"operating","GA","Atlanta","Marietta",2,"1","1","Q1","2007",0,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31","12","2009","1","2","2011","0"
"22661","Siterra","|Software|","Software",7e+06,"acquired","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2001",0,7e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,7e+06,0,0,0,0,0,"25","10","2005","25","10","2005","1"
"22663","SiteWit","|Network Security|Search|","Search",2325000,"operating","FL","Tampa","Tampa",2,"1","1","Q1","2011",825000,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,"1","3","2007","16","6","2013","0"
"22664","SiTime","|Computers|Semiconductors|","Computers",64967223,"acquired","CA","SF Bay Area","Sunnyvale",5,"1","1","Q1","2005",0,49967223,0,0,0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,2e+07,0,1e+07,0,"3","9","2009","23","9","2014","1"
"22665","Sitrion","|Collaboration|Social Business|Enterprise Software|","Enterprise Software",39838411,"operating","CO","Denver","Denver",11,"1","1","Q1","2004",18954,39319457,0,5e+05,0,0,0,0,0,0,0,0,0,1400000,8600000,0,7e+06,1.2e+07,1e+07,0,0,"23","6","2004","7","7","2014","0"
"22666","SitScape","|Collaboration|Software|","Collaboration",125000,"operating","WV","WV - Other","Vienna",2,"1","1","Q1","2007",0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","10","2009","1","11","2010","0"
"22667","Sittercity","|Curated Web|","Curated Web",48100000,"operating","IL","Chicago","Chicago",5,"1","1","Q1","2001",0,43600000,0,0,0,4500000,0,0,0,0,0,0,0,7500000,22600000,1.3e+07,0,0,0,0,0,"30","1","2009","3","12","2013","0"
"22669","Siva Power","|Manufacturing|","Manufacturing",1.5e+07,"operating","CA","SF Bay Area","San Jose",1,"1","1","Q1","2006",0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","6","2014","19","6","2014","0"
"22670","Siva Therapeutics","|Biotechnology|","Biotechnology",4e+05,"operating","CO","Denver","Boulder",1,"1","1","Q1","2011",0,4e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","12","2012","20","12","2012","0"
"22672","SIVI","|Gamification|Education|","Education",340000,"operating","OK","Oklahoma City","Oklahoma City",1,"1","7","Q3","2013",340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2014","7","1","2014","0"
"22673","Six Degrees Games","|Games|","Games",17999998,"closed","CA","Los Angeles","Marina Del Rey",3,"1","1","Q1","2006",0,17999998,0,0,0,0,0,0,0,0,0,0,0,7e+06,7e+06,0,0,0,0,0,0,"29","7","2008","26","5","2011","0"
"22675","Six Star Enterprises","|Automotive|","Automotive",1000,"operating","VA","Alexandria","Alexandria",1,"2","1","Q1","2009",0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","4","2014","17","4","2014","0"
"22676","Six Trees Capital","|Finance|","Finance",1443887,"operating","NY","New York City","New York",2,"1","1","Q1","2013",0,1443887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","12","2013","3","9","2014","0"
"22677","SixDoors","|E-Commerce|","E-Commerce",650000,"operating","CA","SF Bay Area","San Francisco",1,"1","3","Q1","2013",650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","5","2013","13","5","2013","0"
"22678","SixIntel","|Software|","Software",250000,"closed","DC","Washington, D.C.","Washington",1,"4","7","Q3","2011",250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2011","1","12","2011","0"
"22681","Sixty Second Parent","|Software|","Software",251000,"operating","NC","Asheville","Black Mountain",1,"1","1","Q1","2008",0,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","9","2011","6","9","2011","0"
"22682","SIZESEEKER","|Lifestyle|Fashion|E-Commerce|Retail|Software|","Fashion",475000,"operating","NY","New York City","New York",1,"1","6","Q2","2012",0,0,0,0,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","10","2012","18","10","2012","0"
"22683","Sjh direct marketing concepts","|Games|Entertainment|","Entertainment",317,"operating","TX","Dallas","Mesquite",1,"1","9","Q3","2014",0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","9","2014","4","9","2014","0"
"22685","Skaffl","|K-12 Education|Software|","K-12 Education",18000,"operating","PA","Allentown","Bethlehem",1,"1","4","Q2","2012",18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","2","2014","10","2","2014","0"
"22687","Skataz","|Hardware + Software|","Hardware + Software",150000,"closed","MN","Minneapolis","Minneapolis",1,"1","5","Q2","2007",0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2009","1","1","2009","0"
"22689","skedge.me","|Software|","Software",1600000,"operating","NY","New York City","New York",1,"1","1","Q1","2010",0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,0,0,0,0,0,"16","3","2012","16","3","2012","0"
"22690","Skemaz","|Software|","Software",50000,"operating","FL","Miami","North Miami Beach",1,"29","1","Q1","2014",0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","9","2014","15","9","2014","0"
"22691","Sketchfab","|Finance|3D|Software|","Finance",2500000,"operating","NY","New York City","New York",2,"15","5","Q2","2012",0,2e+06,0,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","1","2013","5","12","2013","0"
"22692","SkiApps.com","|Twin-Tip Skis|Mobile|","Twin-Tip Skis",750000,"operating","NY","NY - Other","Briarcliff Manor",1,"1","1","Q1","2011",750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2011","1","1","2011","0"
"22693","Skift","|Media|Travel|News|","Media",1100000,"operating","NY","New York City","New York",2,"30","1","Q1","2012",1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","5","2013","16","8","2013","0"
"22694","Skigit","|News|E-Commerce|Social Media Marketing|Brand Marketing|","Brand Marketing",60000,"operating","FL","FL - Other","Land O Lakes",2,"11","11","Q4","2013",30000,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","2","2014","11","6","2014","0"
"22696","Skill-Life","|Education|Games|","Games",25000,"closed","PA","Pittsburgh","Pittsburgh",2,"1","1","Q1","2007",25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2008","1","1","2010","0"
"22697","SkillBridge","|Business Services|Consulting|Sales and Marketing|E-Commerce|","Sales and Marketing",20000,"operating","NY","New York City","New York",2,"1","5","Q2","2013",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","7","2013","31","8","2014","0"
"22698","SkilledWizard","|Manufacturing|Social Media|Human Resources|Employment|Curated Web|","Employment",275000,"operating","NY","New York City","New York",2,"1","6","Q2","2012",0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","1","2013","29","11","2013","0"
"22699","SkillHound","|Human Resources|Recruiting|","Recruiting",20000,"operating","MA","Boston","Boston",1,"30","11","Q4","2011",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","2","2013","28","2","2013","0"
"22700","Skilljar","|Training|Education|Internet|Software|","Training",1100000,"operating","WA","Seattle","Seattle",1,"1","1","Q1","2013",1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","11","2013","19","11","2013","0"
"22701","Skillset","|Education|","Education",1e+05,"operating","NY","New York City","New York",1,"1","7","Q3","2013",0,0,0,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","11","2013","1","11","2013","0"
"22702","Skillshare","|Education|","Education",10750168,"operating","NY","New York City","New York",4,"1","11","Q4","2010",0,10750168,0,0,0,0,0,0,0,0,0,0,0,3650000,0,0,0,0,0,0,0,"1","5","2011","28","2","2014","0"
"22703","SkillSlate","|Service Providers|Local|Curated Web|","Service Providers",1100000,"acquired","NY","New York City","New York",1,"1","1","Q1","2009",1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","10","2010","20","10","2010","1"
"22704","SkillSurvey","|Employment|Human Resources|Enterprise Software|","Employment",1800000,"operating","PA","Philadelphia","Wayne",1,"1","1","Q1","2002",0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","5","2008","5","5","2008","0"
"22705","Skillz","|Mobile Games|Games|","Games",16300000,"operating","MA","Boston","Boston",5,"1","4","Q2","2012",1300000,13500000,0,0,0,1500000,0,0,0,0,0,0,0,5500000,6e+06,0,0,0,0,0,0,"15","11","2012","12","11","2014","0"
"22706","SkimaTalk","|Education|","Education",1e+05,"operating","CA","SF Bay Area","Berkeley",1,"1","1","Q1","2012",0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","10","2012","24","10","2012","0"
"22707","Skimble","|Android|iPhone|Health and Wellness|Exercise|Fitness|Mobile|","Android",20000,"operating","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2010",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","2011","1","5","2011","0"
"22709","Skinit, Inc.","|Manufacturing|","Manufacturing",1.2e+07,"operating","CA","San Diego","San Diego",1,"1","1","Q1","2003",0,0,0,0,0,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","6","2011","9","6","2011","0"
"22710","SkinMedica","|Biotechnology|","Biotechnology",9438712,"operating","CA","San Diego","Carlsbad",1,"1","1","Q1","1999",0,9438712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","6","2009","11","6","2009","0"
"22711","Skinny Mom","|Health and Wellness|","Health and Wellness",1e+05,"operating","OH","Cincinnati","Cincinnati",1,"1","4","Q2","2011",1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","3","2013","15","3","2013","0"
"22712","Skipjump","|Real Estate|Vacation Rentals|Travel|","Vacation Rentals",15000,"operating","NY","New York City","Larchmont",1,"1","12","Q4","2008",15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2009","1","1","2009","0"
"22715","Skoodat","|Software|Web CMS|Cloud Computing|Colleges|K-12 Education|Education|","K-12 Education",2e+06,"operating","TN","Chattanooga","Chattanooga",2,"4","11","Q4","2008",1e+06,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","11","2008","4","9","2009","0"
"22716","Skoovy","|Social Media|","Social Media",750000,"operating","AZ","Phoenix","Scottsdale",1,"1","2","Q1","2012",750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2012","1","2","2012","0"
"22717","Skorpios Technologies","|Health and Wellness|","Health and Wellness",2.3e+07,"operating","NM","Albuquerque","Albuquerque",3,"1","1","Q1","2009",0,2.3e+07,0,0,0,0,0,0,0,0,0,0,0,0,2.1e+07,0,0,0,0,0,0,"30","8","2010","29","11","2011","0"
"22718","Skout","|Social Network Media|Online Dating|Events|Chat|Social Media|","Social Media",2.2e+07,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2007",0,2.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","7","2010","3","4","2012","0"
"22720","Skubana","|Enterprise Software|","Enterprise Software",750000,"operating","NY","New York City","New York",1,"1","8","Q3","2013",0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2014","1","1","2014","0"
"22722","Skully Helmets","|Augmented Reality|Automotive|","Automotive",1692454,"operating","CA","SF Bay Area","San Francisco",1,"1","2","Q1","2013",0,0,0,0,0,0,0,0,0,0,0,0,1692454,0,0,0,0,0,0,0,0,"11","8","2014","11","8","2014","0"
"22723","Skulpt","|Fitness|Technology|Health and Wellness|","Health and Wellness",1598000,"operating","CA","SF Bay Area","San Francisco",3,"8","7","Q3","2009",1213000,0,0,0,0,0,0,0,0,0,0,0,385000,0,0,0,0,0,0,0,0,"16","4","2013","29","4","2014","0"
"22724","SkuRun","|Automotive|SaaS|CRM|Mobility|Enterprises|Point of Sale|B2B|Sales and Marketing|Brand Marketing|Retail|Mobile|","Mobile",28000,"operating","CA","Los Angeles","Los Angeles",1,"1","6","Q2","2012",28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2013","1","2","2013","0"
"22726","Skweez","|Enterprise Software|Sales and Marketing|Mobile|SMS|Messaging|","SMS",940000,"operating","UT","Salt Lake City","Salt Lake City",1,"1","3","Q1","2004",0,940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2012","1","4","2012","0"
"22727","Sky Frequency","|Mobile|","Mobile",2e+05,"operating","MS","Jackson","Madison",1,"1","1","Q1","2010",0,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","5","2011","9","5","2011","0"
"22729","SKY MobileMedia","|Semiconductors|","Semiconductors",1.5e+07,"operating","CA","San Diego","San Diego",1,"1","1","Q1","2003",0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+07,0,0,0,0,0,0,"17","1","2006","17","1","2006","0"
